s1|s2|sts_score|bleurt_score
A small child smiling at the camera.|A small child sits on a cement wall near white flower.|0.32|-1.5543828010559082
A little bird floating in the water.|A duck floating in the water.|0.48|0.28030699491500854
A white bus with the word Julia is near water and a big ship.|A white bus with water and a barge in the background.|0.76|-1.059211015701294
Old blue and white train on tracks.|A blue train in a mountainous area.|0.52|-0.6120103001594543
Yellow boat on a beach.|A yellow boat on shore.|0.8|0.375470370054245
A kitchendiner with papers laying on the blue clothed dining table.|A small kitchen and a cluttered table with a blue table cloth.|0.6799999999999999|-0.6810802221298218
Train in a station.|Trains inside an indoor station.|0.76|-0.42561763525009155
A gray cat is sitting on the window ledge looking at the camera.|The cat is standing on the window sill looking at the camera.|0.8|0.24543654918670654
Man playing guitar while sitting down.|Red and white bus driving down road.|0.0|-1.4726039171218872
Red double decker bus driving down a street.|A double decker bus on a city street.|0.8400000000000001|-0.37514734268188477
Three cows are grazing in a grassy field.|Three cows grazing in a field.|0.92|0.2277655303478241
The brown train is sitting on the railroad tracks.|The white train is sitting on the tracks.|0.45|-0.03850490227341652
A black and white horned cow standing in a field.|A black and white photo of a cat sitting on a sofa.|0.08|-1.0731573104858398
A tiny blonde child in a blue dress sits on a table near her mother.|A young blonde girl wearing a helmet sits with a red bicycle behind her.|0.32|-0.4190497398376465
A group of people sitting at a restaurant table.|A group of people sitting around a table on a porch.|0.52|-0.21516454219818115
A black and white cow in a pen with hay.|A black and white cat lies in the dirt.|0.08|-1.1378241777420044
A red, double-decker bus.|Front and left side of a red double decker bus.|0.64|-0.12435442209243774
A close-up view of a horse's head.|A side view of a horse's head.|0.64|0.39084649085998535
An old fashioned wooden sailing ship in the ocean.|A wooden yacht on the ocean.|0.64|0.27543318271636963
A sheep standing in a mountainous area.|A large sheep standing on a hill.|0.8800000000000001|0.19896602630615234
A white plane on the runway.|A white airplane is on a runway.|0.96|0.3072810173034668
A tan puppy being petted.|A tan puppy being held and petted.|0.8800000000000001|0.5812791585922241
Elegant dining room with wood furniture.|An elegant pink dining room with wooden furniture.|0.76|0.37265026569366455
A women laying across two men sitting on a sofa.|Two men in shorts are sitting on a sofa.|0.4|-0.7512982487678528
two motorbikes on a dirt track.|Two dirt bikers riding over dirt hill.|0.72|-0.16069447994232178
The black and white cat is looking up at the camera.|A black and white dog looking at the camera.|0.44|-0.06159541383385658
A gray cat with green eyes looks at the camera.|A grey cat with green eyes looking into the camera.|1.0|0.6493349671363831
Two lambs stand on a grassy hill.|Two dirt bikers riding over dirt hill.|0.04|-1.0630778074264526
A man in white with a wine bottle and a woman in a red turtleneck with a white vest.|A man and woman posing on a field with a bottle of wine.|0.6|-0.8282580375671387
A lone cow sits in the cold of the yard.|a black and white cow standing in the field.|0.36|-0.46318545937538147
A double decker bus drives on a city street.|A red double decker bus driving down a street.|0.72|0.10700526833534241
Large black and white cat resting on a windowsill.|A small white cat sitting in a sink.|0.36|-0.19219355285167694
Boy feeding a sheep.|A boy feeding a sheep hay.|0.8400000000000001|-0.053446296602487564
A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.|A girl wearing black shorts and boots is standing next to a blue motorcycle.|0.0|-1.348310947418213
a close up of a small cactus in a pot.|a close up of a woman holding a white puppy.|0.16|-1.10640287399292
The white sheep is standing on the green hill.|A sheep stands on a hillside.|0.8|-0.26418328285217285
A black and white bird on a body of water with grass in the background.|A bus is on a road with a ferris wheel in the background.|0.0|-1.1585133075714111
A wooden bicycle with an awning.|A group of elderly people sitting around a dining table.|0.0|-1.5872740745544434
A black and white photo of a dilapidated wooden fence.|A black and white photo of an old wooden fence near a dirty street.|0.9|0.40754953026771545
Two brown horses standing in a green meadow.|A brown horse stands in tall grass.|0.52|-0.21147698163986206
Two men wearing bike helmets.|Two men stand with their bicycles outside a shop.|0.32|-0.44713205099105835
A man playing a video game in a store.|Man playing game in a store.|0.6799999999999999|0.6762917637825012
A group of people sitting around a table on a porch.|A group of people sitting around a table with food on it.|0.72|-0.4473932981491089
A young girl wearing a bike helmet with a bicycle in the background.|A women holds a small dog on a leash with chairs in the background.|0.0|-0.7923948168754578
the back of a stop sign with many stickers on it.|The back of the stop sign is adorned with stickers.|1.0|-0.02989150956273079
A bicycle is parked outside a bookstore.|A green bike parked outside a book store.|0.8|0.26665830612182617
a brown double decker tour bus on a street with a ferris wheel behind it.|A double-decker bus driving in front of a ferris wheel.|0.8800000000000001|-0.13939185440540314
A black and white chair sitting in front of a brick wall and a window with a bamboo plant in a vase.|A black headed sheep covered in thick white wool stands in a pasture with other sheep.|0.12|-1.4295002222061157
A man in a black uniform on a white horse.|A man in a tux on a white horse.|0.72|0.3718850612640381
Two women stand in a living room with a black dog.|Two women standing in a living room with a black dog looking towards the camera.|0.8|0.1364092230796814
Two people paddling a red canoe are reflected in the still water.|Two people paddling in a red canoe with trees in the background.|0.64|-0.30731451511383057
A close-up view of the headlights of a blue old-fashioned car.|Close up of the headlights on a blue car.|0.8|0.11904282867908478
Cars driving near a model building.|Vehicles driving infant of an ornate building.|0.48|-0.4698426127433777
A blue and orange airplane flying with its landing gear down.|A red and blue plane flying with its landing gears down.|0.52|0.39027267694473267
A black and white cat lying on a blanket.|A black and white cat sleeps on a purple blanket.|0.8|0.11138160526752472
A building with a temporary sign over the entrance to its parking lot.|Road with the rear image of the tail lights of a bus.|0.04|-0.9569029211997986
A group of people sitting around a table containing food.|A group of people sitting around a table on a porch.|0.6799999999999999|-0.14950791001319885
A man and women sitting on a sofa holding a small baby.|a woman sitting on a sofa holding a baby.|0.64|0.40202856063842773
A black and white cat lying on a blanket.|A black and white cat sleeping on its side on a purple blanket.|0.6|0.34899377822875977
A black and white photo of a love seat.|A black and white photo of a bicycle.|0.36|-0.3147435784339905
A living room with a dining table in the background.|View of a living room with a dining room in the background.|0.8400000000000001|0.07253977656364441
A red and gray train is going through a tunnel.|A red and gray train travels through a tunnel amongst the trees.|0.85|0.20768040418624878
Red double decker bus with hood open.|An old Red London double decker bus with its hood raised.|0.8400000000000001|-0.13846366107463837
